"기업규모별","산업분류","시점","항목",데이터
"3규모(상용근로자 100~299인)","J.정보통신업(58~63)","2019","채용관련비용(모집비) (천원)",6.6
"3규모(상용근로자 100~299인)","J.정보통신업(58~63)","2019","교육훈련비용 (천원)",20.2
"3규모(상용근로자 100~299인)","J.정보통신업(58~63)","2020","상여금 및 성과금 (천원)",422.7
"3규모(상용근로자 100~299인)","J.정보통신업(58~63)","2020","법정외 복지비용 (천원)",169.1
"3규모(상용근로자 100~299인)","J.정보통신업(58~63)","2020","채용관련비용(모집비) (천원)",9.2
"3규모(상용근로자 100~299인)","J.정보통신업(58~63)","2020","교육훈련비용 (천원)",13.6
"3규모(상용근로자 100~299인)","J.정보통신업(58~63)","2021","상여금 및 성과금 (천원)",537.6
"3규모(상용근로자 100~299인)","J.정보통신업(58~63)","2021","법정외 복지비용 (천원)",160.7
"3규모(상용근로자 100~299인)","J.정보통신업(58~63)","2021","채용관련비용(모집비) (천원)",13.6
"3규모(상용근로자 100~299인)","J.정보통신업(58~63)","2021","교육훈련비용 (천원)",23.7
"3규모(상용근로자 100~299인)","J.정보통신업(58~63)","2022","상여금 및 성과금 (천원)",420.7
"3규모(상용근로자 100~299인)","J.정보통신업(58~63)","2022","법정외 복지비용 (천원)",139.0
"3규모(상용근로자 100~299인)","J.정보통신업(58~63)","2022","채용관련비용(모집비) (천원)",21.1
"3규모(상용근로자 100~299인)","J.정보통신업(58~63)","2022","교육훈련비용 (천원)",24.3
"3규모(상용근로자 100~299인)","K.금융 및 보험업(64~66)","2019","상여금 및 성과금 (천원)",1315.3
"3규모(상용근로자 100~299인)","K.금융 및 보험업(64~66)","2019","법정외 복지비용 (천원)",360.8
"3규모(상용근로자 100~299인)","K.금융 및 보험업(64~66)","2019","채용관련비용(모집비) (천원)",7.7
"3규모(상용근로자 100~299인)","K.금융 및 보험업(64~66)","2019","교육훈련비용 (천원)",63.4
"3규모(상용근로자 100~299인)","K.금융 및 보험업(64~66)","2020","상여금 및 성과금 (천원)",1178.0
"3규모(상용근로자 100~299인)","K.금융 및 보험업(64~66)","2020","법정외 복지비용 (천원)",280.4
"3규모(상용근로자 100~299인)","K.금융 및 보험업(64~66)","2020","채용관련비용(모집비) (천원)",4.2
"3규모(상용근로자 100~299인)","K.금융 및 보험업(64~66)","2020","교육훈련비용 (천원)",37.7
"3규모(상용근로자 100~299인)","K.금융 및 보험업(64~66)","2021","상여금 및 성과금 (천원)",1480.9
"3규모(상용근로자 100~299인)","K.금융 및 보험업(64~66)","2021","법정외 복지비용 (천원)",250.4
"3규모(상용근로자 100~299인)","K.금융 및 보험업(64~66)","2021","채용관련비용(모집비) (천원)",5.9
"3규모(상용근로자 100~299인)","K.금융 및 보험업(64~66)","2021","교육훈련비용 (천원)",38.4
"3규모(상용근로자 100~299인)","K.금융 및 보험업(64~66)","2022","상여금 및 성과금 (천원)",1452.9
"3규모(상용근로자 100~299인)","K.금융 및 보험업(64~66)","2022","법정외 복지비용 (천원)",286.1
"3규모(상용근로자 100~299인)","K.금융 및 보험업(64~66)","2022","채용관련비용(모집비) (천원)",25.7
"3규모(상용근로자 100~299인)","K.금융 및 보험업(64~66)","2022","교육훈련비용 (천원)",37.6
"3규모(상용근로자 100~299인)","L.부동산업(68)","2019","상여금 및 성과금 (천원)",381.8
"3규모(상용근로자 100~299인)","L.부동산업(68)","2019","법정외 복지비용 (천원)",22.5
"3규모(상용근로자 100~299인)","L.부동산업(68)","2019","채용관련비용(모집비) (천원)",0.1
"3규모(상용근로자 100~299인)","L.부동산업(68)","2019","교육훈련비용 (천원)",4.5
"3규모(상용근로자 100~299인)","L.부동산업(68)","2020","상여금 및 성과금 (천원)",15.3
"3규모(상용근로자 100~299인)","L.부동산업(68)","2020","법정외 복지비용 (천원)",20.5
"3규모(상용근로자 100~299인)","L.부동산업(68)","2020","채용관련비용(모집비) (천원)",0.1
"3규모(상용근로자 100~299인)","L.부동산업(68)","2020","교육훈련비용 (천원)",3.5
"3규모(상용근로자 100~299인)","L.부동산업(68)","2021","상여금 및 성과금 (천원)",15.5
"3규모(상용근로자 100~299인)","L.부동산업(68)","2021","법정외 복지비용 (천원)",35.7
"3규모(상용근로자 100~299인)","L.부동산업(68)","2021","채용관련비용(모집비) (천원)",0.5
"3규모(상용근로자 100~299인)","L.부동산업(68)","2021","교육훈련비용 (천원)",0.5
"3규모(상용근로자 100~299인)","L.부동산업(68)","2022","상여금 및 성과금 (천원)",59.4
"3규모(상용근로자 100~299인)","L.부동산업(68)","2022","법정외 복지비용 (천원)",72.9
"3규모(상용근로자 100~299인)","L.부동산업(68)","2022","채용관련비용(모집비) (천원)",1.1
"3규모(상용근로자 100~299인)","L.부동산업(68)","2022","교육훈련비용 (천원)",4.4
"3규모(상용근로자 100~299인)","M.전문, 과학 및 기술 서비스업(70~73)","2019","상여금 및 성과금 (천원)",489.4
"3규모(상용근로자 100~299인)","M.전문, 과학 및 기술 서비스업(70~73)","2019","법정외 복지비용 (천원)",175.2
"3규모(상용근로자 100~299인)","M.전문, 과학 및 기술 서비스업(70~73)","2019","채용관련비용(모집비) (천원)",6.8
"3규모(상용근로자 100~299인)","M.전문, 과학 및 기술 서비스업(70~73)","2019","교육훈련비용 (천원)",25.0
"3규모(상용근로자 100~299인)","M.전문, 과학 및 기술 서비스업(70~73)","2020","상여금 및 성과금 (천원)",466.8
"3규모(상용근로자 100~299인)","M.전문, 과학 및 기술 서비스업(70~73)","2020","법정외 복지비용 (천원)",145.7
"3규모(상용근로자 100~299인)","M.전문, 과학 및 기술 서비스업(70~73)","2020","채용관련비용(모집비) (천원)",4.1
"3규모(상용근로자 100~299인)","M.전문, 과학 및 기술 서비스업(70~73)","2020","교육훈련비용 (천원)",15.4
"3규모(상용근로자 100~299인)","M.전문, 과학 및 기술 서비스업(70~73)","2021","상여금 및 성과금 (천원)",582.9
"3규모(상용근로자 100~299인)","M.전문, 과학 및 기술 서비스업(70~73)","2021","법정외 복지비용 (천원)",196.3
"3규모(상용근로자 100~299인)","M.전문, 과학 및 기술 서비스업(70~73)","2021","채용관련비용(모집비) (천원)",4.6
"3규모(상용근로자 100~299인)","M.전문, 과학 및 기술 서비스업(70~73)","2021","교육훈련비용 (천원)",18.6
"3규모(상용근로자 100~299인)","M.전문, 과학 및 기술 서비스업(70~73)","2022","상여금 및 성과금 (천원)",184.6
"3규모(상용근로자 100~299인)","M.전문, 과학 및 기술 서비스업(70~73)","2022","법정외 복지비용 (천원)",109.6
"3규모(상용근로자 100~299인)","M.전문, 과학 및 기술 서비스업(70~73)","2022","채용관련비용(모집비) (천원)",3.2
"3규모(상용근로자 100~299인)","M.전문, 과학 및 기술 서비스업(70~73)","2022","교육훈련비용 (천원)",5.9
"3규모(상용근로자 100~299인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2019","상여금 및 성과금 (천원)",144.2
"3규모(상용근로자 100~299인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2019","법정외 복지비용 (천원)",40.9
"3규모(상용근로자 100~299인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2019","채용관련비용(모집비) (천원)",3.4
"3규모(상용근로자 100~299인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2019","교육훈련비용 (천원)",2.1
"3규모(상용근로자 100~299인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2020","상여금 및 성과금 (천원)",106.9
"3규모(상용근로자 100~299인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2020","법정외 복지비용 (천원)",73.3
"3규모(상용근로자 100~299인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2020","채용관련비용(모집비) (천원)",0.8
"3규모(상용근로자 100~299인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2020","교육훈련비용 (천원)",2.4
"3규모(상용근로자 100~299인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2021","상여금 및 성과금 (천원)",134.4
"3규모(상용근로자 100~299인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2021","법정외 복지비용 (천원)",53.8
"3규모(상용근로자 100~299인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2021","채용관련비용(모집비) (천원)",3.8
"3규모(상용근로자 100~299인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2021","교육훈련비용 (천원)",1.0
"3규모(상용근로자 100~299인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2022","상여금 및 성과금 (천원)",88.5
"3규모(상용근로자 100~299인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2022","법정외 복지비용 (천원)",41.1
"3규모(상용근로자 100~299인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2022","채용관련비용(모집비) (천원)",3.6
"3규모(상용근로자 100~299인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2022","교육훈련비용 (천원)",2.7
"3규모(상용근로자 100~299인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2019","상여금 및 성과금 (천원)",301.2
"3규모(상용근로자 100~299인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2019","법정외 복지비용 (천원)",182.3
"3규모(상용근로자 100~299인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2019","채용관련비용(모집비) (천원)",2.9
"3규모(상용근로자 100~299인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2019","교육훈련비용 (천원)",4.2
"3규모(상용근로자 100~299인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2020","상여금 및 성과금 (천원)",155.6
"3규모(상용근로자 100~299인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2020","법정외 복지비용 (천원)",237.3
"3규모(상용근로자 100~299인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2020","채용관련비용(모집비) (천원)",5.3
"3규모(상용근로자 100~299인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2020","교육훈련비용 (천원)",3.6
"3규모(상용근로자 100~299인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2021","상여금 및 성과금 (천원)",222.0
"3규모(상용근로자 100~299인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2021","법정외 복지비용 (천원)",238.0
"3규모(상용근로자 100~299인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2021","채용관련비용(모집비) (천원)",4.1
"3규모(상용근로자 100~299인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2021","교육훈련비용 (천원)",6.6
"3규모(상용근로자 100~299인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2022","상여금 및 성과금 (천원)",389.4
"3규모(상용근로자 100~299인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2022","법정외 복지비용 (천원)",212.6
"3규모(상용근로자 100~299인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2022","채용관련비용(모집비) (천원)",7.7
"3규모(상용근로자 100~299인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2022","교육훈련비용 (천원)",3.4
"3규모(상용근로자 100~299인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2019","상여금 및 성과금 (천원)",269.9
"3규모(상용근로자 100~299인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2019","법정외 복지비용 (천원)",45.1
"3규모(상용근로자 100~299인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2019","채용관련비용(모집비) (천원)",8.0
"3규모(상용근로자 100~299인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2019","교육훈련비용 (천원)",1.1
"3규모(상용근로자 100~299인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2020","상여금 및 성과금 (천원)",390.7
"3규모(상용근로자 100~299인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2020","법정외 복지비용 (천원)",69.4
"3규모(상용근로자 100~299인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2020","채용관련비용(모집비) (천원)",8.5
"3규모(상용근로자 100~299인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2020","교육훈련비용 (천원)",0.9
"3규모(상용근로자 100~299인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2021","상여금 및 성과금 (천원)",380.0
"3규모(상용근로자 100~299인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2021","법정외 복지비용 (천원)",86.4
"3규모(상용근로자 100~299인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2021","채용관련비용(모집비) (천원)",7.6
"3규모(상용근로자 100~299인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2021","교육훈련비용 (천원)",22.6
"3규모(상용근로자 100~299인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2022","상여금 및 성과금 (천원)",127.9
"3규모(상용근로자 100~299인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2022","법정외 복지비용 (천원)",103.3
"3규모(상용근로자 100~299인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2022","채용관련비용(모집비) (천원)",7.5
"3규모(상용근로자 100~299인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2022","교육훈련비용 (천원)",6.0
"4규모(상용근로자 300~499인)","B.광업(05~08)","2019","상여금 및 성과금 (천원)",-
"4규모(상용근로자 300~499인)","B.광업(05~08)","2019","법정외 복지비용 (천원)",-
"4규모(상용근로자 300~499인)","B.광업(05~08)","2019","채용관련비용(모집비) (천원)",-
"4규모(상용근로자 300~499인)","B.광업(05~08)","2019","교육훈련비용 (천원)",-
"4규모(상용근로자 300~499인)","B.광업(05~08)","2020","상여금 및 성과금 (천원)",-
"4규모(상용근로자 300~499인)","B.광업(05~08)","2020","법정외 복지비용 (천원)",-
"4규모(상용근로자 300~499인)","B.광업(05~08)","2020","채용관련비용(모집비) (천원)",-
